incident_severity,insured_hobbies,total_claim_amount,policy_annual_premium,age,insured_occupation,insured_relationship,umbrella_limit,collision_type,incident_type,fraud_reported
Trivial Damage,skydiving,7783,527,48,manager,husband,1200000,Side Collision,Parked Car,1
Major Damage,cross-fit,15271,1153,26,lawyer,husband,600000,Front Collision,Multi-vehicle Collision,0
Minor Damage,chess,18450,886,64,engineer,husband,1200000,Side Collision,Single Vehicle Collision,0
Trivial Damage,chess,14207,1159,66,teacher,unmarried,0,Front Collision,Parked Car,0
Major Damage,reading,14704,1013,58,engineer,own-child,0,Rear Collision,Multi-vehicle Collision,1
Trivial Damage,skydiving,21490,1203,33,doctor,wife,600000,Rear Collision,Multi-vehicle Collision,0
Minor Damage,reading,14953,1325,51,manager,husband,600000,Side Collision,Parked Car,0
Trivial Damage,board games,20454,1012,53,teacher,other-relative,600000,Front Collision,Parked Car,0
Trivial Damage,board games,21340,634,19,lawyer,other-relative,0,Side Collision,Multi-vehicle Collision,0
Total Loss,biking,23196,763,49,manager,wife,1200000,Rear Collision,Single Vehicle Collision,0
Total Loss,reading,5011,1540,49,engineer,wife,0,Side Collision,Single Vehicle Collision,0
Trivial Damage,reading,14851,656,67,manager,husband,600000,Rear Collision,Single Vehicle Collision,0
Trivial Damage,chess,12396,1056,20,manager,unmarried,1200000,Front Collision,Single Vehicle Collision,0
Total Loss,board games,13724,1356,53,doctor,wife,0,Side Collision,Single Vehicle Collision,1
Major Damage,biking,14859,1033,50,manager,husband,1200000,Front Collision,Multi-vehicle Collision,1
Trivial Damage,reading,12338,1011,46,manager,unmarried,600000,Rear Collision,Multi-vehicle Collision,0
Total Loss,chess,18662,1191,67,engineer,own-child,600000,Rear Collision,Single Vehicle Collision,0
Minor Damage,board games,12800,1179,46,manager,other-relative,600000,Rear Collision,Single Vehicle Collision,0
Total Loss,board games,18022,1204,27,lawyer,other-relative,600000,Front Collision,Parked Car,0
Total Loss,board games,16950,1306,50,doctor,husband,600000,Rear Collision,Single Vehicle Collision,0
Total Loss,skydiving,15828,765,37,doctor,other-relative,600000,Rear Collision,Multi-vehicle Collision,1
Minor Damage,skydiving,14909,1159,60,engineer,other-relative,0,Rear Collision,Parked Car,0
Minor Damage,board games,15105,1319,48,doctor,unmarried,1200000,Front Collision,Parked Car,0
Minor Damage,cross-fit,11469,482,25,manager,other-relative,0,Side Collision,Parked Car,0
Trivial Damage,cross-fit,24025,1190,22,doctor,other-relative,0,Front Collision,Parked Car,0
Trivial Damage,reading,13883,965,25,doctor,wife,0,Front Collision,Single Vehicle Collision,0
Total Loss,cross-fit,24456,835,44,teacher,own-child,600000,Front Collision,Multi-vehicle Collision,0
Minor Damage,cross-fit,18544,1434,23,manager,wife,1200000,Front Collision,Multi-vehicle Collision,0
Trivial Damage,skydiving,20627,1233,34,manager,other-relative,600000,Rear Collision,Multi-vehicle Collision,0
Total Loss,reading,10788,1044,29,manager,wife,1200000,Rear Collision,Single Vehicle Collision,0
Minor Damage,skydiving,17572,937,37,doctor,husband,1200000,Rear Collision,Parked Car,0
Trivial Damage,skydiving,18050,941,66,doctor,wife,1200000,Side Collision,Parked Car,0
Total Loss,board games,14798,674,22,lawyer,other-relative,0,Side Collision,Single Vehicle Collision,0
Trivial Damage,skydiving,10062,714,32,teacher,other-relative,1200000,Side Collision,Single Vehicle Collision,1
Trivial Damage,chess,3272,1247,39,lawyer,unmarried,0,Side Collision,Multi-vehicle Collision,0
Trivial Damage,cross-fit,24171,1210,48,manager,husband,1200000,Front Collision,Parked Car,0
Major Damage,chess,22797,533,65,engineer,other-relative,0,Side Collision,Single Vehicle Collision,1
Total Loss,biking,11657,1221,48,engineer,unmarried,600000,Front Collision,Multi-vehicle Collision,1
Minor Damage,biking,12890,970,55,engineer,wife,0,Front Collision,Multi-vehicle Collision,0
Minor Damage,reading,17460,863,25,engineer,own-child,1200000,Side Collision,Parked Car,0
Total Loss,chess,26103,1116,58,teacher,unmarried,1200000,Side Collision,Single Vehicle Collision,0
Minor Damage,biking,21994,770,44,engineer,other-relative,0,Front Collision,Single Vehicle Collision,0
Trivial Damage,chess,10687,983,52,lawyer,own-child,1200000,Front Collision,Parked Car,0
Major Damage,reading,16513,910,40,teacher,own-child,0,Front Collision,Parked Car,1
Major Damage,chess,12605,1358,33,teacher,husband,0,Rear Collision,Multi-vehicle Collision,0
Major Damage,skydiving,17015,929,34,lawyer,wife,600000,Front Collision,Parked Car,0
Total Loss,board games,15023,1089,42,manager,other-relative,1200000,Front Collision,Multi-vehicle Collision,1
Total Loss,biking,20459,1162,52,doctor,unmarried,1200000,Front Collision,Multi-vehicle Collision,1
Minor Damage,skydiving,18110,1627,67,manager,own-child,600000,Front Collision,Parked Car,0
Minor Damage,board games,10799,481,67,manager,own-child,600000,Front Collision,Multi-vehicle Collision,0
Major Damage,board games,19000,508,56,doctor,unmarried,0,Front Collision,Parked Car,0
Minor Damage,reading,12188,875,32,lawyer,wife,0,Rear Collision,Parked Car,0
Major Damage,skydiving,11142,1062,46,lawyer,wife,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,8021,455,69,lawyer,own-child,600000,Front Collision,Multi-vehicle Collision,0
Total Loss,skydiving,13416,698,41,engineer,wife,0,Front Collision,Single Vehicle Collision,1
Major Damage,cross-fit,12407,685,65,lawyer,husband,1200000,Front Collision,Parked Car,1
Minor Damage,reading,8976,861,34,teacher,other-relative,1200000,Rear Collision,Multi-vehicle Collision,0
Total Loss,skydiving,19296,767,63,doctor,husband,600000,Front Collision,Single Vehicle Collision,1
Trivial Damage,biking,15721,1374,19,engineer,husband,600000,Side Collision,Single Vehicle Collision,0
Minor Damage,skydiving,11029,1081,33,engineer,wife,600000,Side Collision,Single Vehicle Collision,0
Minor Damage,skydiving,13359,1091,59,engineer,wife,0,Side Collision,Single Vehicle Collision,0
Total Loss,reading,20128,1509,67,manager,other-relative,600000,Rear Collision,Multi-vehicle Collision,0
Total Loss,skydiving,5898,945,56,engineer,unmarried,600000,Front Collision,Multi-vehicle Collision,0
Total Loss,skydiving,21573,1547,63,manager,other-relative,1200000,Front Collision,Parked Car,1
Trivial Damage,skydiving,22639,975,36,doctor,own-child,0,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,11763,921,33,doctor,husband,0,Front Collision,Multi-vehicle Collision,1
Minor Damage,reading,18539,1133,35,engineer,own-child,1200000,Side Collision,Multi-vehicle Collision,0
Total Loss,board games,13376,928,47,engineer,own-child,0,Front Collision,Parked Car,1
Total Loss,cross-fit,15524,1101,38,doctor,other-relative,600000,Side Collision,Multi-vehicle Collision,0
Trivial Damage,reading,15885,1447,54,engineer,wife,0,Side Collision,Single Vehicle Collision,0
Minor Damage,chess,21161,1219,36,doctor,unmarried,0,Front Collision,Parked Car,1
Trivial Damage,biking,17752,761,55,engineer,own-child,600000,Side Collision,Parked Car,0
Total Loss,cross-fit,17554,723,63,engineer,other-relative,1200000,Front Collision,Multi-vehicle Collision,1
Trivial Damage,skydiving,10601,904,25,teacher,own-child,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,skydiving,13639,1229,65,lawyer,wife,1200000,Front Collision,Multi-vehicle Collision,0
Minor Damage,board games,15550,1301,19,doctor,wife,600000,Front Collision,Multi-vehicle Collision,1
Minor Damage,board games,19889,741,52,manager,wife,1200000,Front Collision,Parked Car,0
Trivial Damage,cross-fit,19187,420,58,doctor,own-child,600000,Rear Collision,Multi-vehicle Collision,0
Minor Damage,cross-fit,22950,1133,69,doctor,husband,600000,Front Collision,Multi-vehicle Collision,0
Major Damage,biking,19291,742,59,doctor,unmarried,600000,Rear Collision,Multi-vehicle Collision,0
Major Damage,skydiving,18567,1006,62,manager,wife,0,Rear Collision,Single Vehicle Collision,0
Total Loss,cross-fit,23944,858,59,engineer,husband,0,Front Collision,Single Vehicle Collision,1
Trivial Damage,cross-fit,14239,1323,59,teacher,husband,600000,Rear Collision,Multi-vehicle Collision,0
Minor Damage,board games,19416,616,57,doctor,own-child,0,Side Collision,Parked Car,0
Major Damage,chess,7730,1180,44,lawyer,husband,0,Side Collision,Single Vehicle Collision,0
Trivial Damage,biking,18065,1127,48,lawyer,unmarried,0,Rear Collision,Single Vehicle Collision,0
Trivial Damage,cross-fit,14112,1179,69,teacher,own-child,1200000,Side Collision,Parked Car,0
Total Loss,board games,12732,1083,53,lawyer,wife,1200000,Side Collision,Multi-vehicle Collision,0
Trivial Damage,cross-fit,26308,855,67,engineer,other-relative,1200000,Front Collision,Multi-vehicle Collision,1
Trivial Damage,skydiving,18982,709,44,manager,unmarried,600000,Side Collision,Parked Car,0
Major Damage,reading,13355,1209,31,engineer,wife,1200000,Front Collision,Parked Car,1
Minor Damage,reading,6135,994,28,doctor,unmarried,600000,Front Collision,Parked Car,0
Major Damage,chess,18447,777,44,manager,wife,1200000,Front Collision,Parked Car,0
Trivial Damage,chess,14868,1418,56,engineer,own-child,600000,Side Collision,Parked Car,0
Major Damage,reading,11715,1244,36,engineer,wife,600000,Front Collision,Parked Car,0
Major Damage,cross-fit,19468,609,24,engineer,wife,1200000,Rear Collision,Parked Car,0
Minor Damage,biking,10551,1078,57,engineer,unmarried,600000,Rear Collision,Single Vehicle Collision,0
Total Loss,skydiving,22921,207,29,doctor,other-relative,1200000,Front Collision,Multi-vehicle Collision,1
Total Loss,chess,25347,812,18,engineer,unmarried,0,Rear Collision,Multi-vehicle Collision,0
Minor Damage,biking,15023,1029,50,lawyer,other-relative,600000,Side Collision,Multi-vehicle Collision,1
Total Loss,biking,17530,889,43,manager,unmarried,1200000,Side Collision,Parked Car,0
Major Damage,skydiving,6387,609,60,teacher,unmarried,600000,Side Collision,Multi-vehicle Collision,1
Total Loss,skydiving,20240,1367,62,doctor,own-child,0,Side Collision,Multi-vehicle Collision,0
Total Loss,skydiving,17200,504,45,engineer,other-relative,600000,Rear Collision,Single Vehicle Collision,0
Total Loss,reading,8153,1046,49,engineer,other-relative,0,Rear Collision,Parked Car,0
Trivial Damage,skydiving,9644,1395,37,teacher,husband,1200000,Front Collision,Parked Car,1
Major Damage,biking,23004,747,53,teacher,own-child,600000,Front Collision,Parked Car,0
Trivial Damage,biking,21338,1565,49,doctor,wife,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,14173,637,29,engineer,other-relative,0,Rear Collision,Single Vehicle Collision,0
Total Loss,biking,17611,825,56,lawyer,other-relative,0,Rear Collision,Single Vehicle Collision,0
Minor Damage,skydiving,18613,1605,65,lawyer,husband,0,Side Collision,Parked Car,0
Major Damage,reading,16378,1134,53,engineer,unmarried,0,Front Collision,Multi-vehicle Collision,0
Major Damage,biking,19712,912,56,doctor,wife,1200000,Side Collision,Single Vehicle Collision,0
Total Loss,reading,10102,1426,61,manager,unmarried,600000,Front Collision,Multi-vehicle Collision,1
Minor Damage,reading,18005,998,49,manager,other-relative,1200000,Rear Collision,Multi-vehicle Collision,0
Total Loss,skydiving,8367,848,45,teacher,wife,600000,Side Collision,Parked Car,1
Minor Damage,biking,17239,736,51,engineer,wife,1200000,Rear Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,8154,1562,25,lawyer,husband,0,Front Collision,Multi-vehicle Collision,0
Trivial Damage,cross-fit,16533,1031,68,doctor,unmarried,0,Side Collision,Single Vehicle Collision,0
Minor Damage,chess,11554,1340,65,engineer,unmarried,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,skydiving,14458,841,58,engineer,other-relative,1200000,Rear Collision,Single Vehicle Collision,0
Total Loss,chess,11175,1033,38,lawyer,wife,1200000,Side Collision,Single Vehicle Collision,0
Trivial Damage,cross-fit,21105,1319,47,doctor,husband,1200000,Side Collision,Single Vehicle Collision,0
Total Loss,cross-fit,19701,368,60,teacher,unmarried,0,Side Collision,Single Vehicle Collision,0
Trivial Damage,chess,16772,1481,54,manager,unmarried,1200000,Rear Collision,Parked Car,0
Total Loss,board games,10998,603,38,doctor,own-child,600000,Rear Collision,Parked Car,0
Minor Damage,board games,12212,982,53,doctor,husband,1200000,Front Collision,Multi-vehicle Collision,1
Major Damage,reading,18609,908,65,teacher,own-child,1200000,Front Collision,Multi-vehicle Collision,0
Major Damage,skydiving,16603,1048,50,teacher,husband,600000,Side Collision,Multi-vehicle Collision,0
Minor Damage,chess,17592,910,29,teacher,wife,1200000,Side Collision,Parked Car,0
Total Loss,chess,15055,883,40,manager,other-relative,1200000,Rear Collision,Multi-vehicle Collision,1
Total Loss,skydiving,7368,592,49,manager,husband,1200000,Rear Collision,Single Vehicle Collision,1
Trivial Damage,cross-fit,11131,1051,36,engineer,other-relative,1200000,Front Collision,Parked Car,1
Total Loss,cross-fit,13761,1075,36,teacher,wife,1200000,Front Collision,Multi-vehicle Collision,0
Total Loss,board games,22661,1161,24,manager,husband,0,Side Collision,Multi-vehicle Collision,1
Major Damage,skydiving,23312,1023,60,engineer,other-relative,600000,Side Collision,Multi-vehicle Collision,1
Trivial Damage,biking,20579,1046,23,doctor,wife,600000,Side Collision,Single Vehicle Collision,0
Trivial Damage,board games,24731,907,65,lawyer,unmarried,0,Side Collision,Parked Car,0
Minor Damage,cross-fit,16931,652,21,doctor,wife,600000,Front Collision,Parked Car,0
Minor Damage,chess,14967,586,53,lawyer,wife,1200000,Side Collision,Multi-vehicle Collision,1
Trivial Damage,reading,9238,1019,35,lawyer,unmarried,600000,Front Collision,Multi-vehicle Collision,1
Total Loss,reading,11617,1014,44,engineer,own-child,1200000,Rear Collision,Multi-vehicle Collision,1
Major Damage,chess,15908,1466,37,lawyer,other-relative,1200000,Side Collision,Parked Car,0
Total Loss,cross-fit,7955,923,60,engineer,wife,0,Rear Collision,Single Vehicle Collision,0
Major Damage,cross-fit,12126,963,44,engineer,own-child,0,Front Collision,Multi-vehicle Collision,0
Minor Damage,biking,15692,880,69,teacher,other-relative,1200000,Front Collision,Single Vehicle Collision,0
Major Damage,reading,18199,582,30,lawyer,wife,1200000,Side Collision,Single Vehicle Collision,0
Trivial Damage,chess,18824,847,33,engineer,wife,1200000,Front Collision,Multi-vehicle Collision,0
Total Loss,biking,15524,820,60,teacher,husband,600000,Front Collision,Parked Car,0
Total Loss,reading,11824,1501,30,teacher,own-child,1200000,Side Collision,Single Vehicle Collision,0
Trivial Damage,biking,17621,114,40,teacher,husband,0,Front Collision,Parked Car,0
Total Loss,biking,13356,489,19,doctor,wife,600000,Front Collision,Single Vehicle Collision,0
Total Loss,reading,14426,1001,38,teacher,other-relative,600000,Side Collision,Multi-vehicle Collision,0
Major Damage,board games,12399,609,38,manager,other-relative,0,Side Collision,Parked Car,0
Major Damage,board games,7380,1412,39,manager,own-child,1200000,Side Collision,Single Vehicle Collision,1
Minor Damage,board games,16742,696,26,engineer,other-relative,1200000,Front Collision,Single Vehicle Collision,0
Total Loss,cross-fit,22546,692,42,teacher,own-child,0,Rear Collision,Single Vehicle Collision,1
Major Damage,cross-fit,14310,600,31,engineer,other-relative,600000,Side Collision,Single Vehicle Collision,0
Total Loss,chess,11678,1215,45,doctor,husband,600000,Rear Collision,Parked Car,0
Total Loss,board games,15017,1026,23,engineer,husband,600000,Side Collision,Multi-vehicle Collision,0
Trivial Damage,chess,19069,1325,51,manager,husband,600000,Rear Collision,Single Vehicle Collision,0
Minor Damage,skydiving,21405,802,63,manager,own-child,1200000,Front Collision,Parked Car,0
Minor Damage,skydiving,20854,1246,62,doctor,other-relative,1200000,Side Collision,Parked Car,0
Major Damage,board games,12640,1366,45,doctor,husband,0,Front Collision,Multi-vehicle Collision,1
Total Loss,board games,20440,589,18,doctor,unmarried,1200000,Front Collision,Parked Car,0
Trivial Damage,reading,11174,1290,18,teacher,other-relative,600000,Front Collision,Single Vehicle Collision,0
Major Damage,skydiving,23510,442,49,lawyer,other-relative,0,Rear Collision,Parked Car,1
Total Loss,reading,15283,1150,62,doctor,husband,600000,Rear Collision,Single Vehicle Collision,1
Total Loss,board games,13820,693,51,doctor,own-child,0,Side Collision,Multi-vehicle Collision,0
Trivial Damage,board games,12871,675,23,teacher,unmarried,1200000,Front Collision,Parked Car,0
Trivial Damage,biking,11683,943,38,lawyer,wife,0,Rear Collision,Parked Car,0
Minor Damage,cross-fit,23418,644,18,engineer,own-child,600000,Front Collision,Parked Car,1
Trivial Damage,cross-fit,24152,452,40,teacher,own-child,600000,Rear Collision,Parked Car,1
Major Damage,skydiving,9926,829,61,engineer,other-relative,1200000,Rear Collision,Multi-vehicle Collision,0
Total Loss,cross-fit,13905,568,68,manager,other-relative,600000,Side Collision,Single Vehicle Collision,0
Trivial Damage,chess,14814,766,36,doctor,husband,600000,Front Collision,Parked Car,0
